Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult Arrest,2021,3/10/21,8,d47044bd37c7aedcd3dac9c92bca85c3fc826a62,72100fbe4f5fbf0024d10a2db66f3051eff77793,69,NA,,WHITE,NOT HISPANIC,MALE,Fraud and Financial Crimes (Frau),Fraud 1st Deg $1000 Or More,102,1D,398400,136200,38.894,-77.019,204,2D,393700,140800,38.935,-77.073
Adult Arrest,2021,3/10/21,8,c53e9b3fcb6bff696f5e40214ddd86db3a4bc01e,702d666811ca3e49a9234d9d6016373b9e771598,54,406,4D,BLACK,UNKNOWN,FEMALE,Aggravated Assault,Aggravated Assault,406,4D,398700,143700,38.962,-77.015,401,4D,397000,145800,38.981,-77.035
Adult Arrest,2021,3/10/21,8,a4f06bbc66b993b2e2ed5ef44ea00a84b47ef631,60ba28d601f986d02f01772b87291cc9f9f21c77,38,704,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,704,7D,402700,131000,38.847,-76.969,704,7D,402700,131000,38.847,-76.969
Adult Arrest,2021,3/10/21,9,d2717e18a14f83728508226f03365098f8c24513,77a6c29223ce36ebc4a9455db92d4edd12645e87,23,NA,,UNKNOWN,HISPANIC,MALE,Burglary,Burglary Two,503,5D,402300,138600,38.915,-76.974,302,3D,396700,140200,38.93,-77.038
Adult Arrest,2021,3/10/21,9,30e7a402c4176516edef4424cad16304145bf56b,ccc9826b40417664b19fb0bdc91582d9b139a1c1,29,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,503,5D,402300,138600,38.915,-76.974,608,6D,407300,136600,38.897,-76.915
Adult Arrest,2021,3/10/21,9,1b59b750981703c84aebd59ddbee69452c2ba18c,ac7df77e751e55ec4b30ed4b7aae4168e2a06080,34,602,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,603,6D,404200,136100,38.893,-76.951,603,6D,404200,136100,38.893,-76.951
Adult Arrest,2021,3/10/21,9,759ed1bf30a9475b8f4731e031c370e842d47d76,3ead86afb0f0219330a7cf51763f7df41e9bb2b8,55,504,5D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,603,6D,404300,136200,38.893,-76.951,603,6D,404300,136000,38.892,-76.951
Adult Arrest,2021,3/10/21,9,de35f966c4a41359246193e76b343ec418f97d92,0816e3ea850b9efcbcf7c775824c2601fac5fa0e,30,703,7D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",604,6D,1235300,411700,40.964,-67.064,604,6D,405300,135100,40.964,-67.064
Adult Arrest,2021,3/10/21,10,49c8df4abd93426c79b0f51e9dca0f33fff8cf00,1d5b9bca7b0aa3533a21b907f6219d111b191c7b,28,507,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,602,6D,404600,136500,38.896,-76.947,601,6D,404300,137500,38.905,-76.951
Adult Arrest,2021,3/10/21,10,7fa591431c4655499bd7359fe00a4f1a48160ddd,89d1dea21b9d9fd00a0b355e86149754ae8df7a6,38,603,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,603,6D,404000,135500,38.887,-76.954,603,6D,404000,135500,38.887,-76.954
Adult Arrest,2021,3/10/21,10,0fef2a5204bd096c789d9d3cf5f541c84c2151a4,e324d90fc8250b40465c706a70210895ab614fb4,20,704,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,105,1D,398900,134300,38.877,-77.013,604,6D,406200,135200,38.884,-76.928
Adult Arrest,2021,3/10/21,10,395369d6d9225a70efe01b0a7e77d51f357717bc,37a04a13cef41eb1d1705547e58fc67cad4ba8e9,38,607,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,607,6D,402400,133200,38.866,-76.973,607,6D,402400,133200,38.866,-76.973
Adult Arrest,2021,3/10/21,10,bd511377c175f26a53ebcdc6e2b08f791025dc1d,300de388391b16378c0b291e92e7faac9b4ad3be,53,304,3D,BLACK,UNKNOWN,MALE,Other Crimes,Unlawful Entry,106,1D,400400,135000,38.883,-76.995,106,1D,400400,135000,38.883,-76.995
Adult Arrest,2021,3/10/21,10,ebf64dd7c169af3898e2f3669cbce5c94033ee96,b3fc8b2a04ce8e9ffe05af2a36bd7030cdceb34d,34,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,701,7D,400800,133300,38.867,-76.99,701,7D,400000,132800,38.867,-76.99
Adult Arrest,2021,3/10/21,11,09a6ff18e0fe44833b242ac9ec006813e7cf03af,0a750b44d6a46589db24ad401e517a36c15e0776,33,602,6D,BLACK,UNKNOWN,FEMALE,Traffic Violations,No Permit,608,6D,407000,136900,38.9,-76.919,608,6D,407000,136900,38.9,-76.919
Adult Arrest,2021,3/10/21,11,763eca4cb2338b4170686431f7e469485b5fd91c,2b72589dfe0ae99f94cd116954a1a2a7f0e775f4,25,NA,,UNKNOWN,HISPANIC,FEMALE,Simple Assault,Simple Assault,207,2D,397200,137400,38.904,-77.032,207,2D,397200,137400,38.904,-77.032
Adult Arrest,2021,3/10/21,11,549163c8221483f310dd1f9d3d8667e4b03b62a0,a1269ccefa2530c138eb835606b9d26f0b866ed6,43,307,3D,WHITE,UNKNOWN,FEMALE,Theft,Theft Second Degree (all Other Larceny),307,3D,397700,137600,38.906,-77.026,307,3D,397700,137600,38.906,-77.026
Adult Arrest,2021,3/10/21,12,ea7de106b5570c092a6629fc5402bc97a5442d6c,292824d3f6cd3a92249da618e3d7f52175cc9786,20,604,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,604,6D,406800,135400,38.887,-76.921,604,6D,406800,135400,38.887,-76.921
Adult Arrest,2021,3/10/21,12,eec39efe1a42dc954d09fda49022cde76124af0b,7771d34deffff7056580340a301e0eed5ed180b9,23,708,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,703,7D,400800,132100,38.857,-76.991,703,7D,400800,132100,38.857,-76.991
Adult Arrest,2021,3/10/21,13,0602d380e5d4e3f904c0e08709e0376bd5e7e407,b155263f21a29a34a86b1052b05c2db46ec32685,64,NA,,WHITE,HISPANIC,MALE,Aggravated Assault,Assault With Significant Bodily Injury,209,2D,397700,136600,38.898,-77.026,209,2D,397700,136600,38.898,-77.026
Adult Arrest,2021,3/10/21,13,edadd024571ace4229f572a576d1701b1774a062,fe9507c35fa5e6a1c1f780ee04e17794d9ed2d58,40,NA,,UNKNOWN,UNKNOWN,MALE,Theft,Theft Second Degree (all Other Larceny),408,4D,397100,140700,38.935,-77.033,408,4D,397000,140600,38.933,-77.035
Adult Arrest,2021,3/10/21,13,0602d380e5d4e3f904c0e08709e0376bd5e7e407,856c16e2d679ea7f9b769bf830313602f3739516,19,NA,,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,209,2D,397700,136600,38.898,-77.026,209,2D,397700,136600,38.898,-77.026
Adult Arrest,2021,3/10/21,13,0602d380e5d4e3f904c0e08709e0376bd5e7e407,98f6bdc55bdea54e14811b3236952c6d0eb8aa72,19,NA,,WHITE,HISPANIC,MALE,Simple Assault,Simple Assault,209,2D,397700,136600,38.898,-77.026,209,2D,397700,136600,38.898,-77.026
Adult Arrest,2021,3/10/21,13,12e0466a8da1d108bfd6cbd02e488ba854c4feac,6c2c8538ae5dc483131a67d5b1cfe54c3b816eb8,37,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,209,2D,397300,136900,38.9,-77.031,209,2D,397300,136900,38.9,-77.031
Adult Arrest,2021,3/10/21,14,fd1adf592cc70c868b3ad8fcf0a3e8b2da0d03dc,cd35a3cbaab259b91ed63068618955b0ccc8ae95,31,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,305,3D,398000,138800,38.917,-77.023,305,3D,398100,138700,38.916,-77.022
Adult Arrest,2021,3/10/21,15,7fb4190375ae7e39a4cc3cfaa1832eb45d86132c,28de9442bf91d1a710ca7907b0ad4a611f856b44,39,NA,,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property $1000 Or More,207,2D,397000,137200,38.903,-77.035,209,2D,397300,136600,38.898,-77.031
Adult Arrest,2021,3/10/21,15,2928c7d19f8fd119cfebb4e719d9c6b4393383af,18ec6f0651fe3dba659803ef52f6c180c86f946a,21,307,3D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,206,2D,394700,137500,38.905,-77.061,206,2D,394700,137500,38.905,-77.061
Adult Arrest,2021,3/10/21,16,7534abb63fca9c81cd8f9fc29e6e7e78110ef325,7619d52e17b9f8b437dfe19d3bd4fb2f92735c0e,76,NA,,BLACK,UNKNOWN,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,102,1D,399500,136600,38.898,-77.006,102,1D,399500,136600,38.898,-77.006
Adult Arrest,2021,3/10/21,16,08abef00bfa93dd8873dcb28f1778444c33b58cd,f10a6eb915e9b3cea1e97274b2b51e167745302c,25,707,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Possession Of Unregistered Ammunition,707,7D,399300,129400,38.832,-77.008,707,7D,399500,129300,38.831,-77.005
Adult Arrest,2021,3/10/21,17,8a0749f7d5fa30f7ba23fd2e8f3d484b369483ce,e170b0f3cf8a6f62e47f3f5866cc27cfa01fc485,24,704,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,704,7D,401600,131700,38.853,-76.982,704,7D,401700,131700,38.853,-76.981
Adult Arrest,2021,3/10/21,17,1fecab4a186a1992cccae762176087f6f969a7f9,45aac4cda7b487f52d7649696013bcabf0435e98,26,NA,,UNKNOWN,UNKNOWN,MALE,Theft,Shoplifting,608,6D,406100,136900,38.9,-76.93,606,6D,402900,132500,38.86,-76.967
Adult Arrest,2021,3/10/21,17,2d88f02a52635635804b157e1769dc485b28982c,9a6637469fae90f9ec3e1c7b99cc4138ee857109,23,706,7D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,706,7D,400500,128800,38.827,-76.995,706,7D,400500,128800,38.827,-76.995
Adult Arrest,2021,3/10/21,18,5a474fb7dfbff27b0b2025e8e9e3751739aafacd,f7d8dd18ff343a62f6a4c1ada051f30bb6dca298,30,702,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,207,2D,397200,135500,38.887,-77.033,209,2D,397500,136100,38.893,-77.029
Adult Arrest,2021,3/10/21,18,c934d7f0fe4a32360c644f0dead5a24c27d5ba6c,d5f68539acec025375d5fde0bab2f2bfb0df3072,37,607,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,708,7D,399300,128200,38.822,-77.008,708,7D,399300,128200,38.822,-77.008
Adult Arrest,2021,3/10/21,19,20e64ed1e749511db886f013ebb7e07ed5d14fc8,72cf9a54b18a0f29973020b45dfd980f778b092f,25,506,5D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Failure To Appear (OAG),106,1D,400800,134500,38.879,-76.991,106,1D,400800,134500,38.879,-76.991
Adult Arrest,2021,3/10/21,19,b3d1e01772529b96b43d9d2f06d39955fdb92fec,e0e238f409f31fc027ae2cc9391be062dcb8d040,23,106,1D,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,106,1D,401000,134800,38.881,-76.989,106,1D,401000,134800,38.881,-76.989
Adult Arrest,2021,3/10/21,19,395622339bbec8887a0029b6c1942b5eb6cea37e,820cbc87b067f67b76f500bd793097e663711628,68,404,4D,BLACK,NOT HISPANIC,MALE,Narcotics,Possession Of Drug Paraphernalia,404,4D,397100,141100,38.938,-77.033,404,4D,397100,141100,38.938,-77.033
Adult Arrest,2021,3/10/21,19,c468c34fb884a0a1650f863275f9523dbfd57b6a,584756ed5cc9dc15fba8be41b7ac83c81aebd3c4,44,603,6D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,208,2D,397200,137800,38.908,-77.032,208,2D,397200,137800,38.908,-77.032
Adult Arrest,2021,3/10/21,19,71fa5d08c8c1d06aa4cad7f7088735b4c1da087a,3653c79c2c3432a166dbc93a983b6fd0bac64de4,25,NA,,ASIAN,UNKNOWN,MALE,Simple Assault,Simple Assault,208,2D,396300,138400,38.914,-77.043,208,2D,396300,138400,38.914,-77.043
Adult Arrest,2021,3/10/21,19,b3d1e01772529b96b43d9d2f06d39955fdb92fec,3f622a17c82578309bf254a0caff4a3c23e00902,22,703,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,106,1D,400900,134900,38.882,-76.99,106,1D,401000,134800,38.881,-76.989
Adult Arrest,2021,3/10/21,20,4534a6a1f9ae3ace03ef5d14fa87d0c86d8ffe96,e515d0f06490b5c5af310f197ebfcbab02324981,36,507,5D,BLACK,NOT HISPANIC,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),506,5D,401500,137100,38.902,-76.983,506,5D,401500,137100,38.902,-76.983
Adult Arrest,2021,3/10/21,20,eff5f18a5b886a742d0fb4640646bd3e16f744ca,8105ae19cf2ec73aaed8d210d77a0af607fbb92b,46,307,3D,WHITE,HISPANIC,MALE,Offenses Against Family & Children,"Lewd, Indecent, Or Obscene Acts (all Other Offenses)",307,3D,397400,138000,38.91,-77.03,307,3D,397400,138000,38.91,-77.03
Adult Arrest,2021,3/10/21,20,9903bb23c2099b491df786cdc195cae6a4150a83,c7a5d3719177dbcb755207b3ad625ad903f1588c,46,106,1D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,502,5D,399800,138800,38.917,-77.002,502,5D,399800,138800,38.917,-77.002
Adult Arrest,2021,3/10/21,20,a9d6dd9007b5d376f0ab332cfdcd7817fb75ddaa,bd53fae090d6c1cc6f725c7f1eb4cdcf0326082e,56,703,7D,BLACK,NOT HISPANIC,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,308,3D,398600,137800,38.908,-77.016,308,3D,398600,137800,38.908,-77.016
Adult Arrest,2021,3/10/21,20,4cba8f40d5a708901bc198e3c994319f50142329,30300a4d6da41628f2f0f68200c1a60774a8f807,46,608,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,507,5D,402300,136700,38.898,-76.974,507,5D,402300,136700,38.898,-76.974
Adult Arrest,2021,3/10/21,21,e80588b642fe048059ce7fe7b16faadca2d6bd5a,793fd8896fdcac9bb0b5260ab4ff922646f2ac33,38,604,6D,BLACK,UNKNOWN,FEMALE,Release Violations/Fugitive (Warr),Fugitive From Justice,706,7D,401400,129800,38.836,-76.984,706,7D,401400,129800,38.836,-76.984
Adult Arrest,2021,3/10/21,21,8268b698a95845d97f98210afcdcd75f67b6e9e8,0d4393f7e54ae48edb8bba07145e1d5fe7ed6483,29,603,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,403700,136100,38.893,-76.957,603,6D,403700,136100,38.893,-76.957
Adult Arrest,2021,3/10/21,21,41469b9e55f39395a926df08ae42e42ac0f27005,052004dda3e9f379d78653fd84b4a6b2448ac7bd,26,503,5D,BLACK,NOT HISPANIC,MALE,Weapon Violations,CPWOL Outside Home or Business in violation of 2nd Emergency Act of 2014 Act 20-0564,504,5D,400800,140700,38.934,-76.991,504,5D,400800,140700,38.934,-76.991
Adult Arrest,2021,3/10/21,22,4534a6a1f9ae3ace03ef5d14fa87d0c86d8ffe96,831845ed1c460167fd1afe0acf80b42cd835bd51,27,507,5D,BLACK,UNKNOWN,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),506,5D,401500,137100,38.902,-76.983,506,5D,401500,137100,38.902,-76.983
Adult Arrest,2021,3/10/21,22,79bc73ff32069e89f5d66042795dfa9bfe1821d6,77c79238710bbb4729a4dfef7cc8a13170c48189,27,601,6D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",601,6D,404600,137000,38.901,-76.947,602,6D,405800,136800,38.899,-76.933
Adult Arrest,2021,3/10/21,22,fa69e769bc50fc85519927bc9601d39d71071d9f,00a384a7774ae92baad68d557ad75e2fbe0c82c8,37,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,501,5D,399500,137800,38.908,-77.006,501,5D,399500,137800,38.908,-77.006
Adult Arrest,2021,3/10/21,23,3751e9517b411acb9ca8d0a58c1be9c691817da2,de57ae42103f6a7269a0877738386a184cda7f22,32,602,6D,BLACK,UNKNOWN,MALE,Traffic Violations,Reckless Driving,108,1D,400600,136000,38.892,-76.993,104,1D,401000,137100,38.902,-76.988
Adult Arrest,2021,3/10/21,23,91252b6071b45a1f187301d3a1920f71cfe63b04,2f7924c285591647fd5dd1f812c55c8610bc22a5,26,602,6D,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property Less Than $1000,602,6D,406400,137600,38.906,-76.926,602,6D,406400,137600,38.906,-76.926
Adult Arrest,2021,3/10/21,23,b155aab3cc2dfa590846635fea4f8fe2f811414a,a358c75dd4981b3f601ddc0a907f9e61a529c923,39,NA,,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,302,3D,397200,140100,38.928,-77.032,302,3D,397200,140100,38.928,-77.032
Adult Arrest,2021,3/11/21,0,a64b77f48174b1f9bd128c4589a32dc060cbd0d9,d20ba144604777a68cd26a8b05d982c3734d7994,24,NA,,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,305,3D,398100,139200,38.921,-77.022,305,3D,398100,139200,38.921,-77.022
Adult Arrest,2021,3/11/21,0,a64b77f48174b1f9bd128c4589a32dc060cbd0d9,1b4df3db6c7a96fa5351599008127ba9bd5f032d,26,NA,,BLACK,UNKNOWN,MALE,Property Crimes,Unauthorized Use Of A Vehicle,305,3D,398100,139200,38.921,-77.022,305,3D,398100,139200,38.921,-77.022
Adult Arrest,2021,3/11/21,0,b4cff42efc27fb432ad11115aad2805a619ddbc4,b37b7cb82be8382e8c84b0559cd9d056c7530e50,39,604,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,604,6D,406400,134900,38.882,-76.926,604,6D,406400,134900,38.882,-76.926
Adult Arrest,2021,3/11/21,2,4216f0520708b108e3ff8419418dc30aafa4b290,381a0b5753469437129eb104d9fcce50916d16b1,52,507,5D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,701,7D,401700,132700,38.862,-76.981,701,7D,401700,132700,38.862,-76.981
Adult Arrest,2021,3/11/21,2,8bf92aa49f4bc43268753cab37d2fd54cbc085cc,3bbce8adfe33e53a35b2057f08dc2191c6fce342,51,501,5D,BLACK,NOT HISPANIC,MALE,Sex Abuse,First Degree Sexual Abuse,501,5D,399300,137200,38.903,-77.009,501,5D,399300,137200,38.903,-77.009
Adult Arrest,2021,3/11/21,3,0addf37a444a1ea827a9d8da6bface462a6bdee7,9a46fb7a56b457cb02565eace1b777fdcfe74550,39,607,6D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,604,6D,406100,135600,38.889,-76.93,608,6D,405700,135800,38.89,-76.934
Adult Arrest,2021,3/11/21,5,0ac3cff636d89dc0404e7858631346212df6f1b6,7c9a1afdbff63c3ae15aefdb85baeae7d6338e48,54,NA,,BLACK,UNKNOWN,MALE,Prostitution,Sexual Solicitation,506,5D,401100,138300,38.913,-76.987,506,5D,401100,138300,38.913,-76.987
Adult Arrest,2021,3/11/21,5,0ac3cff636d89dc0404e7858631346212df6f1b6,aeb2e801a14e562e6cb782b923e6b05f89431def,31,602,6D,BLACK,NOT HISPANIC,FEMALE,Prostitution,Sexual Solicitation,506,5D,401100,138300,38.913,-76.987,506,5D,401100,138300,38.913,-76.987
Adult Arrest,2021,3/11/21,6,3d98ae0497a55d018d534eba1ca0f0b3813b2670,a71b8b51b6674f3cc01e0c081d40d4a64268d6fc,61,602,6D,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Fug),Parole Violation (Warrant),602,6D,405500,137500,38.905,-76.936,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2021,3/11/21,6,ae9a8258a46ae384fe16992adcac6e84dfabe9ea,741803b139f1d9b232439c236678adf91051da46,33,604,6D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,Counterfeit Tags,209,2D,397400,136800,38.899,-77.03,209,2D,397400,136800,38.899,-77.03
Adult Arrest,2021,3/11/21,7,9c035d68aa1aa9ab283f363be2a843706e715b97,7c71f91239aad83d7dc0b141fe2bd4db93e22a23,29,507,5D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Probation Violation (Warrant),203,2D,394300,142300,38.949,-77.065,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2021,3/11/21,7,4f04085d9f5b62a39b6e1bf60a54ccf507c2f2a5,47478c787024160a1add9e7bdab3ec0d7fc957a7,37,NA,,BLACK,UNKNOWN,MALE,Other Crimes,Unlawful Entry,202,2D,393000,142300,38.949,-77.081,202,2D,393000,142300,38.949,-77.081
Adult Arrest,2021,3/11/21,8,5b623d69bdc02ebf4b6cdaac5ab5c3dd44e840f8,172abf456335a7c712cbc6aae0c28a3d5ba8ff1a,37,NA,,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,204,2D,393500,140800,38.935,-77.075,204,2D,393500,140800,38.935,-77.075
Adult Arrest,2021,3/11/21,8,d52393eeb0335f8d33f97bf981f53d87e9743828,cdc6ea390547c9dfaaed79d84c10812189ac90d5,46,606,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,606,6D,404200,133000,38.865,-76.952,605,6D,404300,133100,38.866,-76.95
Adult Arrest,2021,3/11/21,8,c90fa3014a52892668426c4e68397e7ad6a4fc53,d523c608c84f1eb7983a3d119cec59ab6093b8f1,18,602,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Possession Of Unregistered Ammunition,704,7D,401800,130600,38.843,-76.979,704,7D,401800,130600,38.843,-76.979
Adult Arrest,2021,3/11/21,8,f5fe088c1f439d74f136e97d9c690e0ffc65d248,4fd48d7efc27001cd432c1688d25d85f49af4398,36,304,3D,BLACK,NOT HISPANIC,MALE,Aggravated Assault,Aggravated Assault,304,3D,398000,139900,38.927,-77.023,304,3D,398000,139900,38.927,-77.023
Adult Arrest,2021,3/11/21,10,7357a1280646d335fd7003dc962476b521d82083,a88acf5b85d89681c216ad8167b9e7e094bb8999,21,407,4D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Fug),Parole Violation (Warrant),505,5D,401300,139400,38.923,-76.985,505,5D,401300,139400,38.923,-76.985
Adult Arrest,2021,3/11/21,11,5987a9a684c49f3b3fc988f701598e82e805bcde,9a8272e2b55a2e1e1e24360351782302124a3ab9,27,603,6D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,706,7D,400000,129400,38.833,-77,706,7D,400000,129400,38.833,-77
Adult Arrest,2021,3/11/21,12,2ebdf1250c5d23b7de825d539f59922efa070aab,573491a841b4578da69ff2e7fd18c65db1276cd3,18,NA,,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,503,5D,402300,138600,38.915,-76.974,502,5D,399800,138400,38.913,-77.002
Adult Arrest,2021,3/11/21,12,2670a2c6794384d287cf7bc3477dda3f234c9c93,0cd06fe9ea7827c37bbaf14c9fa5ff0e23057b39,54,102,1D,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Fug),Parole Violation (Warrant),501,5D,401100,138000,38.91,-76.988,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2021,3/11/21,12,d46db8472290d3243b0fec8cd9f79813d8c0cc41,85af16bf8de3e76851b0b1bd2b6a85a51faa7f34,29,505,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,707,7D,399600,129700,38.835,-77.004,707,7D,399600,129700,38.835,-77.004
Adult Arrest,2021,3/11/21,13,b83724a73b0ff4b71d52b05ddcac3ab7f68aac74,1b7c089cddb25c927a8053bad4bbc31cffd61b2d,27,NA,,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",604,6D,405800,134100,38.875,-76.933,604,6D,405800,134100,38.875,-76.933
Adult Arrest,2021,3/11/21,14,7c72f95017bee400706af6bfaa8206cb08e4b889,a2bcf522914b1ce7c931581740ad366b5b6c5aec,22,NA,,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Bench Warrant,101,1D,398200,136900,38.9,-77.021,101,1D,398100,136900,38.9,-77.021
Adult Arrest,2021,3/11/21,14,e113b66ff887fe18c462d30464ee6e9b1dde146b,bbf5b1f7ee31a5647d7e0274f37071ded1feee21,29,NA,,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (theft From Building),207,2D,396500,137500,38.905,-77.04,207,2D,396500,137500,38.905,-77.04
Adult Arrest,2021,3/11/21,15,d94defff068ac4dfea3362f10e36c9630a6c9844,ebb5f958eaa019f51a8263bfeed93521ad0da50e,27,603,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,404600,136000,38.891,-76.947,603,6D,404600,136000,38.891,-76.947
Adult Arrest,2021,3/11/21,16,f3f3f13b4af3a43b8970ecde621dc02d21f9d3be,9a6e6f437a0b5e5187d2dff1dbe19e8ba832f064,56,703,7D,BLACK,UNKNOWN,MALE,Traffic Violations,Counterfeit Tags,506,5D,400900,138300,38.912,-76.989,506,5D,400900,138300,38.912,-76.989
Adult Arrest,2021,3/11/21,16,9fa61a90c59035e6f528b013be83d06861ea22ab,644383de215cb0a41a61953365ad83c0e648bd66,23,NA,,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,704,7D,401400,131000,38.847,-76.984,704,7D,401400,131000,38.846,-76.984
Adult Arrest,2021,3/11/21,16,4f43433c2f5e40cd34a6e58847795d64f4730451,822bc841b1815788e10e8b673b00d89bb610e743,28,NA,,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property $1000 Or More,306,3D,398100,138700,38.916,-77.022,306,3D,398100,138700,38.916,-77.022
Adult Arrest,2021,3/11/21,17,dd0747a163f33f68641f8e3fc0a3e9be7cfd161d,23b33d4061325bf74eb073e0ad7329635b62f635,58,405,4D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,503,5D,402400,140400,38.932,-76.972,503,5D,402400,140400,38.932,-76.972
Adult Arrest,2021,3/11/21,17,2d917d5368abeb553f7a36e6cebe91efe0d0a3f0,d62e51edf9d0a1d0a1a23eb77f58bb74f524d916,57,NA,,WHITE,NOT HISPANIC,MALE,Weapon Violations,Possession Of Bb Gun,208,2D,396100,137900,38.909,-77.045,208,2D,396100,137900,38.909,-77.045
Adult Arrest,2021,3/11/21,17,8315a044c61153f23604006250a7a78413976e45,5ecb6d53e92d06536f138344eb43a56052781096,20,604,6D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,602,6D,405900,137000,38.9,-76.932,602,6D,405900,137000,38.9,-76.932
Adult Arrest,2021,3/11/21,18,1819ba0293c2366a0d9fed331d984a268df384c9,28ef2689101f315b66c9cb75e7dca099ac72b7df,32,NA,,BLACK,NOT HISPANIC,MALE,Property Crimes,Unauthorized Use Of A Vehicle,506,5D,402200,138600,38.916,-76.974,506,5D,402200,138600,38.916,-76.974
