Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult Arrest,2022,2/11/22,6,7c6a807e58b7a82cedd48a73bb44bf63792228a8,7e9b577502bd942ad8964478499c91e378dabf77,21,604,6D,BLACK,UNKNOWN,MALE,Weapon Violations,Unlawful Poss Ammunition,608,6D,406100,137200,38.902,-76.93,608,6D,406100,137200,38.902,-76.93
Adult Arrest,2022,2/11/22,7,2ef665db71e248c9179dffc1d17e0497ac6ccc0a,799e37a52a8e80a93616d52c89b9411713b2445e,27,701,7D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,701,7D,400900,132700,38.862,-76.99,708,7D,399800,128200,38.821,-77.002
Adult Arrest,2022,2/11/22,8,bd6b88b8aefc771af9c46a152b11f84df142033a,9b5cf2ca9ff9eb7894a6a05fd2b3236d02ee05a2,42,NA,NA,BLACK,NOT HISPANIC,MALE,Sex Abuse,Second Degree Sex Abuse- Incompetent,702,7D,402600,131700,38.853,-76.97,105,1D,398500,134500,38.878,-77.018
Adult Arrest,2022,2/11/22,8,0e91addc181e2433c363bfa27ecb3e75403cf871,d43738e05452a3caae951beb084b425e6a2bb2e7,34,602,6D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Failure To Appear (USAO),602,6D,405600,137500,38.905,-76.935,102,1D,398400,136200,38.894,-77.019
Adult Arrest,2022,2/11/22,8,9b002d8cf2ff0c3cda74e531f21f8f32390d7257,4cb8bde4e67870321fc85de39ee05fc5aada3587,26,NA,NA,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,308,3D,398700,137700,38.907,-77.015,308,3D,398900,137800,38.908,-77.013
Adult Arrest,2022,2/11/22,9,5bce8557ec49e57d1cc9d2cd26075f6ebf587e3d,809777b6f8276236ef9a2bb1bf1f526638e0463d,20,704,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Threats To Do Bodily Harm -misd,409,4D,398200,140200,38.93,-77.021,409,4D,398200,140200,38.93,-77.021
Adult Arrest,2022,2/11/22,9,41a41efcb650e82156bc70e8ec80882e41703132,b7c4a2c96c332c47902149814c0b2e284f8927f7,52,704,7D,BLACK,UNKNOWN,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,704,7D,402500,130800,38.845,-76.971,602,6D,406100,136100,38.893,-76.93
Adult Arrest,2022,2/11/22,10,ded8092ab2cd1169dcfb97ba01727cbb35779040,f323c52c7a940b0c9ec4b699addf441a26866440,28,NA,NA,BLACK,UNKNOWN,FEMALE,Other Crimes,Unlawful Entry,107,1D,401200,135100,38.884,-76.986,107,1D,401200,135100,38.884,-76.986
Adult Arrest,2022,2/11/22,10,75c2082ee72cf5bb4ff7e6f2688b912f026bd217,37347e7f7cf87721df4b2242bd9e1d9bdd676dd9,38,NA,NA,BLACK,NOT HISPANIC,FEMALE,Release Violations/Fugitive (Warr),Fugitive From Justice,301,3D,397200,138900,38.918,-77.033,301,3D,397200,138900,38.918,-77.033
Adult Arrest,2022,2/11/22,10,fb5ebe00985961189bab8c05b2864b40a8a82a32,cd7462e0caee323031715e48f4323dfe97322d19,43,707,7D,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property - Misd,105,1D,399200,134600,38.879,-77.01,105,1D,399200,134600,38.879,-77.01
Adult Arrest,2022,2/11/22,10,fb5ebe00985961189bab8c05b2864b40a8a82a32,3b5a50f0bc21fd33f58000b4bbe3672751ac4a0c,25,NA,NA,BLACK,UNKNOWN,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,105,1D,399200,134600,38.879,-77.01,105,1D,399200,134600,38.879,-77.01
Adult Arrest,2022,2/11/22,11,831c4123f147fc32a37f83d6cb1c1f0d4fdcd416,73a6922b3ba1e4e7e5721e889246b7dcade0e5dd,23,407,4D,BLACK,NOT HISPANIC,FEMALE,Traffic Violations,No Permit,405,4D,399700,141800,38.944,-77.003,405,4D,399700,141800,38.944,-77.003
Adult Arrest,2022,2/11/22,13,2de3206addadc5ee41996dec8c843b5530e87dc5,ba6a03a2bcf06c54e2b6213fe9607a6907165b23,28,503,5D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Kidnap/injure A Person/damage Property,608,6D,406700,136000,38.892,-76.923,608,6D,406700,136000,38.892,-76.923
Adult Arrest,2022,2/11/22,13,97b05cdd1f0d505890833e4ddaa07c9e58d6831e,15e4a0928f155d0ef02545f7ce44159236e46ac7,60,604,6D,BLACK,NOT HISPANIC,MALE,Fraud and Financial Crimes (Frau),First Degree Identity Theft,103,1D,397800,135500,38.887,-77.025,103,1D,397800,135500,38.887,-77.025
Adult Arrest,2022,2/11/22,13,8e53af44cb4415df0c96efc2d798e2cba2648fc8,a753469372af5d63dc049a6581df32729f2d04e7,33,308,3D,BLACK,UNKNOWN,MALE,Assault on a Police Officer,Assault On A Police Officer (aggravated Assault),604,6D,405400,135600,38.889,-76.937,604,6D,405400,135600,38.889,-76.937
Adult Arrest,2022,2/11/22,14,7b6518cac88839cb5c2ad5de92a02cd1af05c848,4cad5dc3853da7291f5b233ba0da9698e82d9b0b,23,502,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,502,5D,399100,138300,38.912,-77.01,502,5D,399300,138300,38.913,-77.008
Adult Arrest,2022,2/11/22,15,b8533d67fd9e60c956b02a8de98b0cbfa045b8e5,8833b2e06275ef98690166ce817409e63f89c903,41,506,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,507,5D,401500,136500,38.896,-76.983,507,5D,401500,136500,38.896,-76.983
Adult Arrest,2022,2/11/22,15,10d18642fcf6875ba5284b9b8597ca4aed9f81cb,e837c715ff8d60c69873979d4d1671a0030e6297,41,NA,NA,BLACK,UNKNOWN,MALE,Weapon Violations,CPWOL Outside Home or Business (Prior Felony) in violation of 2nd Emergency Act of 2014 Act 20-0564,704,7D,401800,131200,38.848,-76.979,704,7D,401800,131200,38.848,-76.979
Adult Arrest,2022,2/11/22,15,17f6c94fc7e591eba38e9a484d5bb8ac93da151b,442ce6e2897446bb15dcc735a005c3bb0ea93a98,33,NA,NA,BLACK,NOT HISPANIC,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle - Crime Of Violence,104,1D,401300,136900,38.9,-76.985,104,1D,401300,136900,38.9,-76.985
Adult Arrest,2022,2/11/22,15,8f7b3f28b0cdd18b3a505c811a625ceebb3e6246,c5b8a758529fe3048929ecaec724e914592b8d7d,31,NA,NA,UNKNOWN,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,301,3D,396600,138900,38.918,-77.039,301,3D,396600,138900,38.918,-77.039
Adult Arrest,2022,2/11/22,15,b8533d67fd9e60c956b02a8de98b0cbfa045b8e5,c3e4556d50459c12da38de87259a0ff0a4722e45,39,507,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,507,5D,401500,136500,38.896,-76.983,507,5D,401500,136500,38.896,-76.983
Adult Arrest,2022,2/11/22,16,d7b569e12a23e8aa12030eab783cf396d6cc22d7,675aacbaf2b646db7d83ddf6c1f97f27272461e9,56,607,6D,BLACK,NOT HISPANIC,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,106,1D,401000,134700,38.88,-76.989,106,1D,401000,134700,38.88,-76.989
Adult Arrest,2022,2/11/22,16,d7b569e12a23e8aa12030eab783cf396d6cc22d7,0b32e67a5ec911242c1c333707ba24133baac2f2,50,106,1D,BLACK,UNKNOWN,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,106,1D,401000,134700,38.88,-76.989,106,1D,401000,134700,38.88,-76.989
Adult Arrest,2022,2/11/22,16,54c1ec87ec68d4899ac84d8ff5c9d71ea8c00ab7,00156ef970e508c7d6e202193e09084032485597,34,107,1D,BLACK,NOT HISPANIC,MALE,Robbery,Armed Carjacking,604,6D,407100,135300,38.886,-76.919,501,5D,399400,138000,38.91,-77.007
Adult Arrest,2022,2/11/22,16,d7b569e12a23e8aa12030eab783cf396d6cc22d7,5d6edc7b6067c92b1af1e569df9f6a2b453a18fb,62,106,1D,BLACK,UNKNOWN,FEMALE,Narcotics,Poss W/i To Dist A Controlled Substance,106,1D,401000,134700,38.88,-76.989,106,1D,401000,134700,38.88,-76.989
Adult Arrest,2022,2/11/22,17,3afaf565ece295b1609dba1bfaf924cc08616c62,2d0082358866a6dd71bf1e397995f2e092532860,20,702,7D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,702,7D,402200,132100,38.857,-76.974,702,7D,402200,132100,38.857,-76.974
Adult Arrest,2022,2/11/22,17,87d850375f36ab661b6f78629e14814644c88427,b81ef2e758ce8528fab6c21a76a56cc4effe5562,42,NA,NA,BLACK,UNKNOWN,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,606,6D,402900,132500,38.86,-76.967,606,6D,402900,132500,38.86,-76.967
Adult Arrest,2022,2/11/22,17,01bea24156bbcc475c6cf797712506694c44affa,49d2b5bcd7b949b49ca67a1d40d93a1a74324df0,41,507,5D,BLACK,NOT HISPANIC,FEMALE,Release Violations/Fugitive (Warr),Failure To Appear (USAO),507,5D,402200,137500,38.905,-76.975,507,5D,402200,137500,38.905,-76.975
Adult Arrest,2022,2/11/22,18,e3ee581241823a18876178c413858c7c58e78b31,d8f579ff0ea40c0c976a8add4a76ab20060b9f9c,48,NA,NA,WHITE,NOT HISPANIC,FEMALE,Property Crimes,Unauthorized Use Of A Vehicle,207,2D,396100,135500,38.887,-77.045,207,2D,396100,135500,38.887,-77.045
Adult Arrest,2022,2/11/22,18,fc72c387ed7b5279e588ffae68a40bae3e1a4b31,64b24499641b6d755ebeec576db5f12a793799f1,22,702,7D,BLACK,NOT HISPANIC,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),702,7D,402200,132100,38.857,-76.974,702,7D,402200,132100,38.857,-76.974
Adult Arrest,2022,2/11/22,18,7e521f27081d7a282379be2ce7b75611c1558406,737ffd3dc5c89ffaac7d7c1155432d8afdda3adb,55,705,7D,BLACK,UNKNOWN,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,705,7D,400900,130700,38.844,-76.989,705,7D,400900,130700,38.844,-76.989
Adult Arrest,2022,2/11/22,20,5e42d39365a23db8fb12c9e2dd7fd5ded5c98d58,742cb4c30756160b7c7b24cdfc231cad161a9963,49,NA,NA,WHITE,NOT HISPANIC,FEMALE,Release Violations/Fugitive (Warr),Bench Warrant,208,2D,397000,137800,38.908,-77.035,208,2D,397000,137800,38.908,-77.035
Adult Arrest,2022,2/11/22,20,8ee6026f01ac709fbfdd7fdad4f1bea9e27eb3dc,63987368ede493473610a3a8121a64f8b5f53aeb,31,NA,NA,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,207,2D,396800,137000,38.901,-77.037,207,2D,396800,137000,38.901,-77.037
Adult Arrest,2022,2/11/22,20,cba85248a42fe3b2efb48740dac63c4c1b68f91f,8da827b349329ba8629fc1d41bc26f6c0fb6f3e4,53,305,3D,BLACK,NOT HISPANIC,MALE,Gambling,Gambling,305,3D,398000,138700,38.916,-77.022,305,3D,398000,138700,38.916,-77.022
Adult Arrest,2022,2/11/22,20,cba85248a42fe3b2efb48740dac63c4c1b68f91f,b854aeb5e69debf08e1eafffb0e9023495aa033e,49,NA,NA,BLACK,NOT HISPANIC,MALE,Gambling,Gambling,NA,,1213400,422600,41.083,-67.309,305,3D,398000,138700,38.916,-77.022
Adult Arrest,2022,2/11/22,21,baf13108a2244e2efa19ca35e756d90bd04ad8f4,0b1e04dc59d38a785facd288f8799e26670a57dd,48,NA,NA,BLACK,UNKNOWN,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,604,6D,406200,134500,38.878,-76.928,604,6D,407200,135500,38.888,-76.917
Adult Arrest,2022,2/11/22,23,92c267f02ee85b11a8257a0f3a6d0c6a6a524f95,65e1bd7259d3e2a8c7f9ca83290f16f82e8b207d,57,708,7D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,708,7D,399800,129300,38.831,-77.002,708,7D,399800,129300,38.831,-77.002
Adult Arrest,2022,2/11/22,23,eb0a13d638803851ba850e3d175d25d7cbd6f46f,695ee790a6f75ceb575a9efe7c1876fd751445f9,26,NA,NA,WHITE,HISPANIC,MALE,Traffic Violations,No Permit,NA,,1211700,438000,41.223,-67.31,402,4D,397600,143700,38.962,-77.028
Adult Arrest,2022,2/11/22,23,9ef3ff2006e54b2bacabee0a484838e413b0698e,576097f6f9e3ebc0e14426dddf127cde9d0e1eac,38,705,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,404200,135200,38.885,-76.952,603,6D,404200,135200,38.885,-76.952
Adult Arrest,2022,2/12/22,0,d1259b3f00938280bd7f6bc6ba1626eb261ffd7e,08c09229c7e59b6d70e66f2088c69cd383dce0cf,27,306,3D,BLACK,NOT HISPANIC,MALE,Property Crimes,Receiving Stolen Property-misd,207,2D,397100,137200,38.903,-77.034,207,2D,397100,137200,38.903,-77.034
Adult Arrest,2022,2/12/22,0,e5e7a182ba510323283414cc9433ed9cd8671681,b04eb4246bb53aa68249b8599aacd993b1cf7eea,54,603,6D,BLACK,NOT HISPANIC,MALE,Traffic Violations,Permit Suspended-oas,101,1D,397900,136700,38.898,-77.024,101,1D,397900,136700,38.898,-77.024
Adult Arrest,2022,2/12/22,0,05ce65f12bbe9df1855148c68b3b19092b4801be,ea877cdd6dc770b88111e1c43a86eba994b7cd60,39,404,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,702,7D,402400,131800,38.854,-76.972,702,7D,402400,131800,38.854,-76.972
Adult Arrest,2022,2/12/22,0,9198f3fad0c776a32f102d2f4b8d854f07dac98d,882ebca9205deae5663269d83217e11adb026924,25,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,406,4D,400100,143900,38.963,-76.999,406,4D,400000,143900,38.963,-77
Adult Arrest,2022,2/12/22,1,a92e41a75fa4da4db9efc036f5e5e652856af509,e8143ac37dc2da1a1e30ebb3c9ac983eda3b07a8,29,704,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,704,7D,401900,131500,38.852,-76.978,704,7D,401900,131500,38.852,-76.978
Adult Arrest,2022,2/12/22,1,8566688178f29897b28ca0e4f2595ad17e93a17f,dc8c449fdb5f18ae0883d0fbed41d1fd8dbcb597,30,603,6D,BLACK,UNKNOWN,MALE,Simple Assault,Threats To Kidnap/injure A Person/damage Property,602,6D,404400,136500,38.896,-76.949,602,6D,404500,136600,38.897,-76.949
Adult Arrest,2022,2/12/22,1,d48f3f1f664ccf8622c6b88707d339f5ba838ebb,150b2e68f068d20574c0794e8cf883931dba0fc1,39,407,4D,BLACK,NOT HISPANIC,FEMALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,404,4D,397800,141300,38.94,-77.026,404,4D,397800,141300,38.94,-77.026
Adult Arrest,2022,2/12/22,2,7b918003578d5ec13deb0fa726b2bdaeabcbc508,0195194c87551c991886c7d4d3f910f39c29ef37,24,703,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,703,7D,401200,132000,38.856,-76.987,703,7D,401200,132000,38.856,-76.987
Adult Arrest,2022,2/12/22,2,f97ba74e6f816adb48d388d2b2150a3a782d115f,08644d914469f67e277446586ebe95f0ec3dcedf,34,105,1D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,704,7D,401500,131000,38.847,-76.983,704,7D,401500,131000,38.847,-76.983
Adult Arrest,2022,2/12/22,3,d6e3b5ad09b4a63381807960d12efcc6b2acf356,909720d18c3cc0f28056b4fbb4c0b8801a07d4c3,30,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,306,3D,398100,139100,38.92,-77.022,306,3D,398100,138700,38.916,-77.021
Adult Arrest,2022,2/12/22,3,8013c684479edf3c77d39dc788aef5cc89be68c5,fb8d02889b2ce5c7e056e852f63801c9684dde4d,24,NA,NA,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,607,6D,402700,133800,38.872,-76.969,607,6D,402700,133800,38.872,-76.969
Adult Arrest,2022,2/12/22,4,fca42ce2d5e49282d48a134bce35f4b0982b7bd4,9c05b44ee45238916ba44ae4a2fa764e58585309,29,201,2D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,201,2D,393700,143600,38.961,-77.073,201,2D,393700,143600,38.961,-77.073
Adult Arrest,2022,2/12/22,4,3274803b9912f5203752e44d6d4b02077efc7b45,b1a893f92029556f0c7e59061e9005a9379eb72c,33,505,5D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,505,5D,400400,139200,38.921,-76.995,505,5D,400400,139200,38.921,-76.995
Adult Arrest,2022,2/12/22,4,0b6c0defe477d23bbe2c6a61b1ab259cffa7d7b7,e4fb3e3831655a4b056aed58ae3a1a367557a688,60,703,7D,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,703,7D,401100,132400,38.86,-76.987,703,7D,401100,132400,38.86,-76.987
Adult Arrest,2022,2/12/22,4,23558deb7ba37950a36ab5e728167595bc15cedd,3d806944e15e7a2902e086d9af8da38686debb9c,34,NA,NA,BLACK,NOT HISPANIC,MALE,Burglary,Burglary Two (B2),101,1D,NA,NA,38.9,-77.022,101,1D,398200,137200,38.902,-77.02
Adult Arrest,2022,2/12/22,4,579a1bf41e0a5b6bcbedfce9d04dfbb31414baa1,22dbfdd5df0f1a443f7212b660e2bd8f1663c155,22,704,7D,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,104,1D,400400,136800,38.899,-76.996,104,1D,400500,136900,38.9,-76.994
Adult Arrest,2022,2/12/22,5,579a1bf41e0a5b6bcbedfce9d04dfbb31414baa1,e94810847fe6d932d714e3628c06d3be4d00f110,22,701,7D,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,104,1D,400500,137000,38.901,-76.994,104,1D,400500,136900,38.9,-76.994
Adult Arrest,2022,2/12/22,5,91c306e5e2278e0ec6b040b1a85d2085ed0ab530,b512c474d64dba5dc9063359490a5808704dc1a9,19,501,5D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,501,5D,400400,137500,38.906,-76.995,501,5D,400400,137500,38.906,-76.995
Adult Arrest,2022,2/12/22,5,579a1bf41e0a5b6bcbedfce9d04dfbb31414baa1,51edeb54c6e6b99aaeadfaaca7b4c1683c4709a5,23,107,1D,BLACK,NOT HISPANIC,MALE,Robbery,Robbery,104,1D,400200,136800,38.899,-76.998,104,1D,400500,136900,38.9,-76.994
Adult Arrest,2022,2/12/22,5,f0a896c2b84638e62efc8847980c7995923b3e7c,c106b0ab8b39f4bc39d1358e5528879a1c31ae20,25,107,1D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,107,1D,401500,134800,38.881,-76.983,107,1D,401500,134800,38.881,-76.983
Adult Arrest,2022,2/12/22,9,5982336b56e11136dc0c5756b3cc83a34a5ee797,e4daf7e8c8d4b8de277c772cd517bd6a38809b13,46,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,409,4D,398300,140600,38.933,-77.019,409,4D,398000,140400,38.931,-77.023
Adult Arrest,2022,2/12/22,10,5614d7a54c40995a2aaf361ad0c2204f57d76d74,78e6025c731ababfda8802e022018ae9655530d7,47,506,5D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Contempt - Condition Of Release Violation,707,7D,399600,129400,38.833,-77.004,707,7D,399600,129400,38.833,-77.004
Adult Arrest,2022,2/12/22,11,b7365eae37a0644c1a7540c1ab2ef3f65e390a5d,4a325c905e00351cd7c86b492fcd86f2c2b2315b,23,602,6D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,602,6D,405200,136900,38.9,-76.94,602,6D,405200,136900,38.9,-76.94
Adult Arrest,2022,2/12/22,11,222024df01b1c285f1bb0d3c71e346b3af41ede1,8135c6eeefe34aaa9c2b60e1f464f302609cdedc,23,407,4D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,407,4D,398100,141100,38.938,-77.022,405,4D,400500,141200,38.939,-76.995
Adult Arrest,2022,2/12/22,11,ba4251b721e3b24ec09c10451e3168bda43e346b,e2178de6f67fa5fb4048f1748bd8608e993a030e,18,NA,NA,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,602,6D,404400,136500,38.896,-76.949,602,6D,404400,136500,38.896,-76.949
Adult Arrest,2022,2/12/22,12,6a254e7f13fcea6434eb3cdf8ce670a968d7a8ab,f65128114acf0ec8ea717919f76f3717aba3d55b,38,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,207,2D,395600,136700,38.898,-77.051,207,2D,395600,136700,38.898,-77.051
Adult Arrest,2022,2/12/22,12,cb3013f71567dccd7684f3fd7c4a18943efa9a90,5ae65290f028e237451cddb431ce06e6ad98ee27,35,302,3D,WHITE,HISPANIC,MALE,Other Crimes,Unlawful Entry,302,3D,397300,140400,38.931,-77.032,302,3D,397300,140400,38.931,-77.032
Adult Arrest,2022,2/12/22,13,19cb6fdafd29e735171c190067f2eb680185e091,a871d626f16594593d2608dd7e758c7628fb2f33,49,208,2D,WHITE,UNKNOWN,FEMALE,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Gov't Official Family Member (destruction/damage/vandal",208,2D,397100,138000,38.91,-77.034,208,2D,397100,138000,38.91,-77.034
Adult Arrest,2022,2/12/22,13,bc475cd63c8540165a65aa65a2a4b7e701c76546,258374a3f122667d97a861a9573618232ff96d1d,32,701,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,501,5D,399500,137600,38.906,-77.006,501,5D,399500,137600,38.906,-77.006
Adult Arrest,2022,2/12/22,14,b88aba9aa0643a09ff566c21866603520db12447,c1b3cb9179061c8e994ef7150d1bdb502470bf42,59,702,7D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,702,7D,402700,131400,38.85,-76.969,702,7D,402700,131400,38.85,-76.969
Adult Arrest,2022,2/12/22,14,c61e1bcdf7d97da67f5125865fcc9827fa6cb029,8b596430681b70089cf3d748005917a8eaa86caf,39,504,5D,BLACK,UNKNOWN,MALE,Damage to Property,Destruction Of Property - Misd,703,7D,400400,132000,38.856,-76.995,703,7D,400400,132000,38.856,-76.995
Adult Arrest,2022,2/12/22,15,308225036a7c85ab39751e407eeecf2e47692ceb,e73a8e9f10185a3c2d4892cc000507ead1ae75c7,26,NA,NA,BLACK,NOT HISPANIC,MALE,Traffic Violations,Operation of all-terrain vehicles and dirt bikes,305,3D,397700,138600,38.916,-77.026,305,3D,397600,138800,38.917,-77.027
Adult Arrest,2022,2/12/22,15,5c03b34ac14ae715ed28f2c3d47eebddc9659712,40ede48319ca24efab31ee48e43b2304206407ce,55,NA,NA,BLACK,UNKNOWN,FEMALE,Release Violations/Fugitive (Warr),Fugitive From Justice,402,4D,398500,143700,38.961,-77.017,402,4D,398500,143700,38.961,-77.017
Adult Arrest,2022,2/12/22,16,e5fcfbec85691f5fce80f94106de21486f974f65,efdc63aefcf5e455d558d55ca5a2b84bac5428aa,32,507,5D,BLACK,NOT HISPANIC,FEMALE,Offenses Against Family & Children,Second Degree Cruelty To Children (simple Assault),706,7D,401400,129800,38.836,-76.984,707,7D,399900,131100,38.848,-77.001
Adult Arrest,2022,2/12/22,16,f6a0cfea58706c3fc127b85b901ee29ab6ee868a,68c983355b96ad2fa236aa85c1e96915e219c697,55,705,7D,BLACK,UNKNOWN,MALE,Offenses Against Family & Children,Contempt Of Cpo/tpo,705,7D,400900,130700,38.844,-76.989,705,7D,400900,130700,38.844,-76.989
Adult Arrest,2022,2/12/22,17,c1ef05d654a79b8dc2aa952b5148a8ebbb198fff,8f8e01ce77b4e4d2295f4e6cf9c3462325bd67d1,19,703,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,608,6D,406700,136200,38.894,-76.923,608,6D,406500,136200,38.894,-76.925
Adult Arrest,2022,2/12/22,17,d59d60d3a07ddd884f313faf08f076ecaf5a890e,671062106b66d1a54d98c88b9576b7c90c60476a,33,NA,NA,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,602,6D,405800,138000,38.909,-76.933,602,6D,405800,138000,38.909,-76.933
Adult Arrest,2022,2/12/22,19,ed3208c7ff3b0bba6a115840ae95df1fb3a7bf82,8f81a88ba4d4f16c4f7df3cf15c56e4d1bcca410,34,603,6D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Bench Warrant,405,4D,398600,140200,38.93,-77.016,608,6D,406100,136900,38.9,-76.93
Adult Arrest,2022,2/12/22,19,7e3655590cd6eb27bda934ccad7944227a123efc,ed8c70bde51bd7d844a944dfc599557103ab39ca,26,308,3D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,704,7D,401900,130400,38.841,-76.978,704,7D,401900,130400,38.841,-76.978
Adult Arrest,2022,2/12/22,20,3eae6b3e7460f0a28b87fd2b39bc2915af32e786,86e171ecb12bbee351107c01c02289ac4e1b49cb,32,106,1D,BLACK,NOT HISPANIC,MALE,Traffic Violations,No Permit,208,2D,396200,138100,38.91,-77.044,208,2D,396200,138100,38.91,-77.044
Adult Arrest,2022,2/12/22,20,05e591bf53734f84e686de14f5db7c2b1a749611,fbcdac26362d3743fcb415afdf96754f10692b0b,52,507,5D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,505,5D,400800,139200,38.921,-76.991,505,5D,400800,139200,38.921,-76.991
Adult Arrest,2022,2/12/22,20,1bc08f868dd45ffdcceb90a4baeba8cfb75b07c3,dea7759a4f47640cf8039cca6cb7a753e3190a67,36,708,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,708,7D,399200,129400,38.832,-77.009,708,7D,399200,129400,38.832,-77.009
Adult Arrest,2022,2/12/22,20,05e591bf53734f84e686de14f5db7c2b1a749611,47aa5597ff665b8d9a4b230424252ff3c0a84dd1,33,101,1D,WHITE,UNKNOWN,FEMALE,Release Violations/Fugitive (Warr),Fugitive From Justice,505,5D,400800,139200,38.921,-76.991,505,5D,400800,139200,38.921,-76.991
Adult Arrest,2022,2/12/22,20,bc06db9f90675838ad634d1a1369066aa5645f27,b623a7f851fa6cd826c39234597675073fad2c5f,28,NA,NA,BLACK,NOT HISPANIC,MALE,Traffic Violations,Counterfeit Tags,307,3D,397300,137600,38.906,-77.031,307,3D,397300,137600,38.906,-77.031
Adult Arrest,2022,2/12/22,21,57880ef7afd536c49cdbc3bae42bc1cf2a1b6b3e,ebe99a53ce67a567877bcf68b18ca5a23155dc41,44,503,5D,BLACK,NOT HISPANIC,MALE,Narcotics,Unlawful Possession Of Liquid Pcp,503,5D,402500,138800,38.917,-76.971,503,5D,402500,138800,38.917,-76.971
