Arrestee Type,Arrest Year,Arrest Date,Arrest Hour,CCN,Arrest Number#,Age,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location PSA,Arrest Location District,Arrest Block GEOX,Arrest Block GEOY,Arrest Latitude,Arrest Longitude,Offense Location PSA,Offense Location District,Offense Block GEOX,Offense Block GEOY,Offense Latitude,Offense Longitude
Adult Arrest,2022,8/4/22,14,f800ebcafdfbc84b8cb145f059dce292b1e1338d,88ab126a6d46fe37f338a2499ff80b642d312ca6,34,NA,NA,BLACK,NOT HISPANIC,FEMALE,Robbery,Robbery,409,4D,398000,140300,38.93,-77.024,404,4D,397800,141200,38.938,-77.025
Adult Arrest,2022,8/4/22,14,efa3f3b342f4ed1bd797d02479e31478444b0280,b66594960510aac1ba3ae5cfe869afcb7979b8cb,49,NA,NA,OTHER,UNKNOWN,FEMALE,Theft,Theft Second Degree (all Other Larceny),505,5D,400800,139200,38.921,-76.991,505,5D,400800,139200,38.921,-76.991
Adult Arrest,2022,8/4/22,15,343bcb8501bd1c3faec75a522fe22645595b7eed,9781295857b398b17b75017078435b5bb8687b83,18,NA,NA,BLACK,UNKNOWN,FEMALE,Theft,Theft Second Degree (all Other Larceny),102,1D,399000,136900,38.9,-77.012,102,1D,399000,136900,38.9,-77.012
Adult Arrest,2022,8/4/22,15,ace4f9ed9b59260a7e40de5f96900f69d0d59e53,59476cff615deefcdcd8edc6a0e07b36a8448ac1,37,NA,NA,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,406,4D,400300,143700,38.961,-76.997,406,4D,400300,143700,38.961,-76.997
Adult Arrest,2022,8/4/22,16,627f424deb6d9a3b737de1436594219edd6e6ca8,6438746783d8c162c45a9f77680a43a65627eae2,45,501,5D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Bench Warrant,407,4D,397800,141600,38.942,-77.025,407,4D,397800,141600,38.942,-77.025
Adult Arrest,2022,8/4/22,16,013e998a1f856e3fd457379d47eae1cbceb32ea0,1403ebd40c58f26f8bd1254bd5c4b3d6e4f49f48,28,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,107,1D,402000,135100,38.883,-76.976,108,1D,401400,136400,38.896,-76.984
Adult Arrest,2022,8/4/22,16,c0cf08caa083de95f2be23dc88507d972d001adc,7ff8e30f405c43f7b739f6a58ef33cb7f827b3c6,38,NA,NA,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,405,4D,398600,140200,38.93,-77.016,405,4D,398600,140200,38.93,-77.016
Adult Arrest,2022,8/4/22,16,b114e13c2cd469f6aacea82619227e7725a7498c,9b757349db62ebfef91208b8f7cf50c67fe3e7cf,18,505,5D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,604,6D,405500,135700,38.889,-76.937,604,6D,405500,135700,38.889,-76.937
Adult Arrest,2022,8/4/22,16,b114e13c2cd469f6aacea82619227e7725a7498c,055311ffc239ac1825e15aad9d2d29cd1c29ee4b,24,NA,NA,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol W/o Lic -outside Home/business,604,6D,405500,135700,38.889,-76.937,604,6D,405500,135700,38.889,-76.937
Adult Arrest,2022,8/4/22,16,5909ccf0bf80afaf07a77b43050a3c1f6bbac80b,01a2403a3544d5dfa87b9119b56d95c320a32343,41,703,7D,BLACK,NOT HISPANIC,MALE,Sex Abuse,First Degree Sexual Abuse,NA,,NA,NA,NA,NA,701,7D,401000,132500,38.86,-76.988
Adult Arrest,2022,8/4/22,16,6b86b00deff9e84f43b792dadbd354189061b07e,711bb88b6369151510ca4c8bdc90f1e06b02c879,24,NA,NA,BLACK,UNKNOWN,MALE,Sex Offenses,Sex Abuse- Misd,502,5D,399300,139300,38.921,-77.008,305,3D,397500,139100,38.919,-77.029
Adult Arrest,2022,8/4/22,17,601593d3f8ba4dd52127fbb1117a937912d20074,9f5c3cea03874c6083e77b00b5ce4e11b80aa17f,22,NA,NA,BLACK,NOT HISPANIC,MALE,Property Crimes,"Vandalizing, Damaging, Destroying, Taking Property Of A Government Official (destruction/damage/vandalism Of Pr",305,3D,397200,138800,38.917,-77.032,305,3D,397200,138800,38.917,-77.032
Adult Arrest,2022,8/4/22,17,a3d7f6cd424af58c9971915e43062ba241fa7691,ff7f9011b0087452850ce68e3f0a7fcf46f68da9,20,NA,NA,WHITE,NOT HISPANIC,MALE,Traffic Violations,Fail To Exhibit Permit *,506,5D,401700,137500,38.906,-76.98,506,5D,401700,137500,38.906,-76.98
Adult Arrest,2022,8/4/22,17,245a926bec5cafbdb76d20cc4f0b1a84f214d258,0682062b16841e9531b30399a5b7ad75d64b6bd4,34,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,405,4D,400200,141700,38.943,-76.997,405,4D,400200,141700,38.943,-76.997
Adult Arrest,2022,8/4/22,17,a3d7f6cd424af58c9971915e43062ba241fa7691,472a533c3e14b6965fb4f7fccb6a2a44b5c7c5b6,20,NA,NA,BLACK,UNKNOWN,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,506,5D,401700,137500,38.906,-76.98,506,5D,401700,137500,38.906,-76.98
Adult Arrest,2022,8/4/22,17,b14717f627efd452c10df36378f773a6b05071c3,c4f86fef0f2bb6e70be35fe23faf04af5b1e61cb,42,602,6D,BLACK,UNKNOWN,MALE,Narcotics,Poss W/i To Dist A Controlled Substance,602,6D,406400,136600,38.897,-76.926,602,6D,406400,136600,38.897,-76.926
Adult Arrest,2022,8/4/22,18,a50b106f294cbb2f8189d915be99c423b63c6bfa,78c127db37c2be359b94071a5860c9179a3037d2,24,NA,NA,BLACK,NOT HISPANIC,MALE,Theft from Auto,Theft (theft From Motor Vehicle),507,5D,401500,136700,38.899,-76.983,506,5D,401500,137100,38.902,-76.982
Adult Arrest,2022,8/4/22,18,eb2c83f92015ae0ed5b052339b95577cf20a1e40,78baca63e9eb6ad4c0aa084c9807efe3c06a9e00,24,106,1D,BLACK,NOT HISPANIC,MALE,Narcotics,Distribution Of A Controlled Substance,507,5D,401800,136800,38.899,-76.979,507,5D,401800,136800,38.899,-76.979
Adult Arrest,2022,8/4/22,18,057f116a79423ed0481486fdfae200eeaac05808,92648b71a26603db89c699b0f3944157c087ba4e,35,706,7D,UNKNOWN,UNKNOWN,MALE,Simple Assault,Simple Assault,706,7D,401100,129700,38.835,-76.987,706,7D,401100,129700,38.835,-76.987
Adult Arrest,2022,8/4/22,18,f5d40ee6b761290ad5c84351b76cd645fd1c1296,d029f3d2dd15d14c6cc87ed068d2982408efe305,26,602,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,305,3D,397900,139100,38.92,-77.025,305,3D,397900,139100,38.92,-77.025
Adult Arrest,2022,8/4/22,19,c8714bf1d31f8514d0487c726799076e8e0b4a2b,6dfbead261feb6957dc97e5b1c2668514611f3aa,19,701,7D,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,403800,135600,38.888,-76.956,603,6D,403800,135600,38.888,-76.956
Adult Arrest,2022,8/4/22,19,ae9e52e8f3c083fb0e43f3e97f79c6c03e20d720,d595f14075e643146abfd48f6a961eb6779f9b74,58,405,4D,BLACK,UNKNOWN,MALE,Homicide,Involuntary Manslaughter,105,1D,398900,134300,38.877,-77.013,607,6D,401900,133100,38.866,-76.979
Adult Arrest,2022,8/4/22,20,dd934aceac67cd9025f9171b0a04f4e2f8267396,5a1fca3d94ae64d24b7db5c9e875c0b4add26142,51,NA,NA,WHITE,UNKNOWN,MALE,Simple Assault,Simple Assault,303,3D,396100,138700,38.916,-77.045,303,3D,396100,138700,38.916,-77.045
Adult Arrest,2022,8/4/22,20,e16c00b0903c8b569150f250c28683125ef70470,852c345d8d2115c6fdd3f5ca11625d7c5aabb0b1,54,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,NA,,NA,NA,NA,NA,702,7D,402600,131700,38.853,-76.97
Adult Arrest,2022,8/4/22,23,fa1e3927f5b408dc89008740933c4d95b76354a7,9dcfa149cd986e267c732bef9baa1ddd5a4cd257,41,504,5D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threats To Do Bodily Harm -misd,202,2D,393100,142400,38.95,-77.079,202,2D,393100,142400,38.95,-77.079
Adult Arrest,2022,8/5/22,0,a8b192831de89c8c0a25f26ccbc3f483f4f10e2c,f52b53fbc0e5e94cfb9b9c408f55e32f8cdc757a,32,NA,NA,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,NA,,1213900,418500,41.046,-67.307,101,1D,398300,137300,38.903,-77.02
Adult Arrest,2022,8/5/22,2,e626531a15e331f42ff1e18b8e33a6b58556630b,7662cec2ba5da29bcc1e18a2aded7970b188fb43,23,NA,NA,BLACK,UNKNOWN,FEMALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,308,3D,398600,137500,38.905,-77.016,308,3D,398600,137500,38.905,-77.016
Adult Arrest,2022,8/5/22,5,84ed2c2db8c3952dc4f518b1dcbee5433384cbdd,1aa018ee12572d56d5e3011021e20d2bee70cf7c,23,NA,NA,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,708,7D,399100,128500,38.824,-77.01,708,7D,399100,128500,38.824,-77.01
Adult Arrest,2022,8/5/22,7,f206c125661afc7ea22ce48e3d10ef9de5912b87,b3cfb796142ad8996cd80ed15da97ec6b75cd3b5,65,NA,NA,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,107,1D,1225400,411700,40.974,-67.18,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,8/5/22,8,6bebda45b98184992b87a4e099f43bccb9902b87,9e7f280ddb552620d13ad5655b6acf63c4df696f,34,308,3D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,308,3D,398500,137800,38.908,-77.018,308,3D,398500,137800,38.908,-77.018
Adult Arrest,2022,8/5/22,8,37c6848fdf3aa9ee45eb7ff7747133ec875ac8f4,72d2c658b289ae3d070fbab66e7689fdc1fc4eac,39,NA,NA,WHITE,UNKNOWN,FEMALE,Other Crimes,Unlawful Entry,NA,3D,397700,137500,38.906,-77.027,303,3D,396600,139200,38.921,-77.039
Adult Arrest,2022,8/5/22,9,7c5569cbc358762308ac4ce2b830f392fcc61e11,bfb05f9bc42be9bff6d8a7aece37c33b4a69cf3e,50,105,1D,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,105,1D,399000,133800,38.872,-77.011,105,1D,399000,133800,38.872,-77.011
Adult Arrest,2022,8/5/22,9,baaa9e3b1a85b45227f266f98163be1c3c69dc75,86338bff593e51062eebbc6e97cdf0a6f5679030,19,107,1D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,8/5/22,9,baaa9e3b1a85b45227f266f98163be1c3c69dc75,5b7c3c4445c87814a531cf8016e3630b057f6c02,24,107,1D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,8/5/22,9,ad2bb7a5360d74921e08c8a3ba3d3017f5054afc,1a789d91663c4822c19e5bdae6736109b50b37a1,34,NA,NA,BLACK,UNKNOWN,FEMALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),209,2D,397500,136900,38.9,-77.029,209,2D,397500,136900,38.9,-77.029
Adult Arrest,2022,8/5/22,9,baaa9e3b1a85b45227f266f98163be1c3c69dc75,d5c8e4625aea5ad5430eb9b85b534ba91abebae7,23,602,6D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,8/5/22,10,583ca777f89cc48da4a6115928fd737551198455,36a589560d3f48127d86b863a4f2eb914759883a,32,NA,NA,BLACK,UNKNOWN,FEMALE,Other Crimes,Unlawful Entry,303,3D,396500,139600,38.924,-77.04,303,3D,396500,139600,38.924,-77.04
Adult Arrest,2022,8/5/22,10,4e1d94acb81d3731356f1f1bc453b351f8fe6990,07d0c96a0f403a1bc81ae96a7f8dcf58a397158f,42,706,7D,BLACK,UNKNOWN,MALE,Disorderly Conduct,Disorderly Conduct - Urinating Or Defecating,409,4D,397800,140000,38.928,-77.026,409,4D,397800,140000,38.928,-77.026
Adult Arrest,2022,8/5/22,10,baaa9e3b1a85b45227f266f98163be1c3c69dc75,b0215ee168687deb866e26f7e8fbea7de14cf497,23,707,7D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,107,1D,402000,135100,38.883,-76.976,107,1D,402000,135100,38.883,-76.976
Adult Arrest,2022,8/5/22,10,59201bc96a447cd0b0b2d8b7520fa69411401446,7ecc45ced29ed7e0e5a1758194885490dad02434,31,NA,NA,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,603,6D,403700,136000,38.891,-76.958,603,6D,403700,136000,38.891,-76.958
Adult Arrest,2022,8/5/22,10,59201bc96a447cd0b0b2d8b7520fa69411401446,cc6a3a903c97aa01796fbd9c0ddb16864a88b565,30,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,603,6D,403700,136000,38.891,-76.958,603,6D,403700,136000,38.891,-76.958
Adult Arrest,2022,8/5/22,11,8558fc101628a5cef51969ec818e3c172e87d436,ee34562b44dec1d97512c8759f4482375c3135b4,25,505,5D,BLACK,NOT HISPANIC,FEMALE,Theft,Theft Second Degree (all Other Larceny),502,5D,400400,140500,38.932,-76.996,502,5D,400400,140500,38.932,-76.996
Adult Arrest,2022,8/5/22,11,c838df672fc404ba7d503019d5d302b8b7722743,c2f3ac92c03ec87ed84dece6270cf9b0f98c8c9b,28,NA,NA,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,507,5D,1224700,415800,41.011,-67.184,705,7D,400900,130500,38.843,-76.989
Adult Arrest,2022,8/5/22,12,39793174ed6e3ff4dfc50ddebb86554330d5a3f0,6aad71436718b8e99dfb1fecb2bb98db4b13c891,18,NA,NA,BLACK,NOT HISPANIC,FEMALE,Other Crimes,False Alarm,507,5D,402100,136500,38.896,-76.975,507,5D,402100,136500,38.896,-76.975
Adult Arrest,2022,8/5/22,12,99e489be2943aa9d7011f9139e9edb9a6fab70fc,9480d92db7b1fc22991cc397667d5f9df64e2d85,23,301,3D,BLACK,NOT HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,105,1D,398900,134300,38.877,-77.013,307,3D,397700,137400,38.904,-77.027
Adult Arrest,2022,8/5/22,12,9f4bd1494950f09cc5dc79a00f7076e3aeb5ad6b,ba27a5f656478bcfa11d489000daf595a65aef09,37,NA,NA,BLACK,NOT HISPANIC,FEMALE,Release Violations/Fugitive (Warr),Bench Warrant,607,6D,402900,133400,38.868,-76.967,607,6D,402900,133400,38.868,-76.967
Adult Arrest,2022,8/5/22,13,ef38c08c4308d2c0a54b5e4c1a40af19e34a6546,90e2cb138f3ff76d60e7fe364ec21e776436f24e,19,NA,NA,WHITE,HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,208,2D,395900,138100,38.91,-77.047,208,2D,395900,138100,38.91,-77.047
Adult Arrest,2022,8/5/22,14,f38fc3449e07da98966df0952ad5461fbd9f89da,62130f4fcf23dc5b4a30c2b53a78658078062183,18,NA,NA,BLACK,UNKNOWN,FEMALE,Simple Assault,Threat To Kidnap Or Injure A Person,204,2D,393700,140400,38.932,-77.073,204,2D,393700,140400,38.932,-77.073
Adult Arrest,2022,8/5/22,16,899636eb0a65ae06ef7b78f63276050bd13ab028,547ebdead5a4c90d4d7cd2ca985a137981b715e1,38,NA,NA,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,106,1D,400700,133900,38.873,-76.992,106,1D,400700,133900,38.873,-76.992
Adult Arrest,2022,8/5/22,16,7a33881479916696031e57c0d7ea5422959e5906,a9a9b3f826f2c930123a4b6b8b08283a6c50e919,24,703,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Felon In Possession,706,7D,400900,129600,38.834,-76.99,706,7D,400900,129600,38.834,-76.99
Adult Arrest,2022,8/5/22,16,dd73fb94d7d386e9730099d2aa544df0cf2a741e,bf5b192124d02d5ed1e749e45aad8145c46c1f5f,22,703,7D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carry Pistol Outside Home/business,706,7D,1227300,401500,40.881,-67.172,706,7D,400900,129600,38.834,-76.99
Adult Arrest,2022,8/5/22,16,28cf24b4bf5c7e6ad068d4ccda2f75851db76d06,792abf3b4f89189bbaeb6fbfa91ab33b8d558cc2,24,106,1D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Possession Of Unregistered Ammunition,706,7D,400700,129600,38.834,-76.992,706,7D,400700,129600,38.834,-76.992
Adult Arrest,2022,8/5/22,17,f66bb09a204e787bc7d90fbf555d33186bb1553d,18b57a61a07cf5a556c7b29667d2b6a0a0c816f6,30,NA,NA,BLACK,NOT HISPANIC,MALE,Property Crimes,Receiving Stolen Property,708,7D,399800,128700,38.826,-77.002,708,7D,399800,128700,38.826,-77.002
Adult Arrest,2022,8/5/22,18,3dda29814c28aaa07c2690793519f5f4fd20c0b2,2cba0c7f9f869afd36cde0ef2eeda9dde4d0d9c4,52,701,7D,BLACK,NOT HISPANIC,MALE,Other Crimes,Unlawful Entry,604,6D,405500,135700,38.889,-76.937,101,1D,398500,136500,38.897,-77.017
Adult Arrest,2022,8/5/22,18,c179d02ec5ddef09847ca3579ea051b6ca08546a,2fba039f18e999c112a47d1286d38846d8b6efd3,53,405,4D,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Bench Warrant,602,6D,405100,136300,38.895,-76.942,602,6D,405100,136300,38.895,-76.942
Adult Arrest,2022,8/5/22,18,cdb49b1111d74b4ae8963551449fdd273e01d979,99d72505ad0da0b54f6a41264d8400cba8955bda,37,503,5D,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under The Influence Of Alcohol Or Drugs,504,5D,401300,140800,38.935,-76.985,504,5D,401300,140800,38.935,-76.985
Adult Arrest,2022,8/5/22,18,8bdfa8ff5a56b3e9aa861c259012de6bfc7e9de6,6f96ff2a7277bbd6a04f4b5225e386d094bbb693,69,NA,NA,BLACK,NOT HISPANIC,MALE,Aggravated Assault,Assault With Significant Bodily Injury,602,6D,405100,136300,38.895,-76.942,602,6D,405100,136300,38.895,-76.942
Adult Arrest,2022,8/5/22,19,adbb05259f1572acb02f5c23b9c2ae9d5bc00e7a,83f8a3085418fc94c9ba32e957a053b83b65c6d2,28,603,6D,BLACK,NOT HISPANIC,MALE,Theft,Theft Second Degree (all Other Larceny),NA,,1212300,416400,41.029,-67.329,209,2D,397600,136500,38.897,-77.028
Adult Arrest,2022,8/5/22,21,d7230ab04c7c04744fa6dfcf755a2ef9f97637c1,53f0acb82d465b20e83dd534ded244bf8751f133,35,NA,NA,BLACK,NOT HISPANIC,MALE,Release Violations/Fugitive (Warr),Fugitive From Justice,603,6D,404100,136400,38.895,-76.953,603,6D,404100,136400,38.895,-76.953
Adult Arrest,2022,8/5/22,22,acb90507265cd32a87e3939ec74ab781a1976cd5,8a27caf860a5de7e5ac59a99bf0dd30f3ceebc05,26,704,7D,BLACK,NOT HISPANIC,MALE,Property Crimes,Unlawful Entry Of A Motor Vehicle,704,7D,402200,131100,38.848,-76.975,704,7D,402200,131100,38.848,-76.975
Adult Arrest,2022,8/5/22,22,661bcbbf9fbca10cb0b5c606f8017a4352938804,2a7fcc22887ad1e4edee1124df2b29f833d916bc,41,NA,NA,BLACK,NOT HISPANIC,MALE,Driving/Boating While Intoxicated,Driving Under Influence-1st Off,604,6D,405500,135500,38.888,-76.936,604,6D,405500,135500,38.888,-76.936
Adult Arrest,2022,8/5/22,23,554b01aafc593613ccb40fa320ff0f74f0cf7573,1c3f7758266b0a331dbe27e02aec5ca658fd3aa3,32,603,6D,BLACK,NOT HISPANIC,MALE,Simple Assault,Threat To Kidnap Or Injure A Person,603,6D,404400,135100,38.884,-76.949,603,6D,404400,135100,38.884,-76.949
Adult Arrest,2022,8/6/22,0,951d03287520167fcd2e9e837c680d36a2351241,34da99ecfd6fdf94c15ac67127d2af3543be3c7d,60,608,6D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,608,6D,407200,136000,38.891,-76.917,608,6D,407200,136000,38.891,-76.917
Adult Arrest,2022,8/6/22,0,33e1e9d19d79b067b83af25806bc69dd32de7db5,0a97e2d46fecc32bfe096f47cff817a764552ce9,33,407,4D,MULTIPLE,HISPANIC,MALE,Simple Assault,Simple Assault,407,4D,399000,142700,38.952,-77.011,407,4D,399000,142700,38.952,-77.011
Adult Arrest,2022,8/6/22,0,afe4e220ffe720ac2a2878862e435bac8ebcd1cd,a500283217b45e0b475f86552d7cbc17e6fb99a6,26,NA,NA,BLACK,NOT HISPANIC,MALE,Traffic Violations,"Loaning Registration, Misuse Of Temporary Tags",208,2D,396200,137600,38.906,-77.044,208,2D,396200,137600,38.906,-77.044
Adult Arrest,2022,8/6/22,0,7d2e655eefdf124948defd88c5cb9519845772a2,23c6135f44ef5b9a8b59af560c6ddbe1763cfd76,26,604,6D,BLACK,NOT HISPANIC,MALE,Weapon Violations,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,507,5D,401600,136900,38.9,-76.982,507,5D,401600,136900,38.9,-76.982
Adult Arrest,2022,8/6/22,1,7118c5ffcbea356595a3abd38888379d2e578353,f493c524d5a14c43279f5a2167c412833277f8f5,25,NA,NA,BLACK,UNKNOWN,FEMALE,Simple Assault,Simple Assault,208,2D,396300,137700,38.907,-77.042,208,2D,396300,137700,38.907,-77.042
Adult Arrest,2022,8/6/22,1,b526465805cace53232849a0d7779f318085ccf7,b32ae4a545b5c25e042bd97084e37d9399714757,23,604,6D,BLACK,NOT HISPANIC,MALE,Other Crimes,"Violation Of Cpo - Fail To Appear To Hearing, Evidence, Protection Order",706,7D,400800,129500,38.833,-76.991,706,7D,400800,129500,38.833,-76.991
Adult Arrest,2022,8/6/22,1,7118c5ffcbea356595a3abd38888379d2e578353,bcb5072ea751f5de00eae12d4c01266838c5159d,32,NA,NA,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,208,2D,396300,137700,38.907,-77.042,208,2D,396300,137700,38.907,-77.042
Adult Arrest,2022,8/6/22,1,a5e2e7e8594292177ad0f5ed3e0399a2a364716f,3d27fe119841705a5665eeec4d7630bc4b1099a2,42,NA,NA,BLACK,UNKNOWN,MALE,Weapon Violations,Carry Pistol W/o Lic (misd),506,5D,401400,137000,38.901,-76.983,506,5D,401400,137000,38.901,-76.983
Adult Arrest,2022,8/6/22,2,f29a895f343b8f4632d2ff0fb3c383d062e25e6e,e7cbc1eba6721298b16b1d21aab472d4a7b590c7,38,NA,NA,BLACK,NOT HISPANIC,FEMALE,Other Crimes,Unlawful Entry,704,7D,401600,131600,38.852,-76.981,706,7D,401400,129800,38.836,-76.984
Adult Arrest,2022,8/6/22,2,ffb67d5caa5f02ca310b94687ca7b821eef3d486,f3c5d17dacc1f927261fd7bed4ea25a52cfeaa70,57,NA,NA,WHITE,HISPANIC,MALE,Driving/Boating While Intoxicated,Driving While Intoxicated (DWI),402,4D,397600,143900,38.963,-77.027,402,4D,397600,143900,38.963,-77.027
Adult Arrest,2022,8/6/22,2,8d2661a1f3cd2b36b0f0805a598f99a5fe9208ab,77f6bec3b4913117c16114231a0dc3335c71ad8f,46,602,6D,BLACK,UNKNOWN,MALE,Release Violations/Fugitive (Warr),Bench Warrant,602,6D,405100,136100,38.893,-76.942,602,6D,405100,136100,38.893,-76.942
Adult Arrest,2022,8/6/22,2,2ee03a358a7ea885c057caf71134b66d885f5075,d958f91e81f10e89a735b689ed2275c0ae8b80cc,32,707,7D,BLACK,NOT HISPANIC,MALE,Damage to Property,Destruction Of Property - Misd,705,7D,401000,130700,38.844,-76.989,705,7D,401000,130700,38.844,-76.989
Adult Arrest,2022,8/6/22,3,aac70216c81338b39df8b584e0b5db2e4f8fb12f,4ed7d94c643214c27affbdeeecd6e957cf8a63e4,27,NA,NA,UNKNOWN,UNKNOWN,MALE,Disorderly Conduct,Disorderly Conduct - Inciting Violence (M),208,2D,396500,137800,38.908,-77.041,208,2D,396500,137800,38.908,-77.041
Adult Arrest,2022,8/6/22,3,50711b420c2be65053353538cb2ee8007adb3ee3,39913c7dc7cf212eb6b9c21d6aab40b3a3f8dd3d,29,301,3D,UNKNOWN,UNKNOWN,MALE,Assault on a Police Officer,Assault On A Police Officer (simple Assault),203,2D,394100,142700,38.952,-77.068,203,2D,394100,142700,38.952,-77.068
Adult Arrest,2022,8/6/22,3,50711b420c2be65053353538cb2ee8007adb3ee3,c814c2a23e45e557e7e3bfd589c93712e6161fa7,28,203,2D,WHITE,HISPANIC,FEMALE,Other Crimes,Resisting Arrest,203,2D,394100,142700,38.952,-77.068,203,2D,394100,142700,38.952,-77.068
Adult Arrest,2022,8/6/22,4,f59afe0f18bfa13c707e8b11bc6f5007a34e8201,d2282c4dac46c756edd096ab12f897a339aa9524,45,302,3D,WHITE,HISPANIC,MALE,Assault with a Dangerous Weapon,Assault With A Dangerous Weapon,403,4D,397600,143000,38.955,-77.028,403,4D,397600,143000,38.955,-77.028
Adult Arrest,2022,8/6/22,4,35d40c221df8acc857f2c4cee3aa68a189366149,2046a7e2f789420194cbdb9fc4b9fbc22fec10a4,71,702,7D,BLACK,NOT HISPANIC,FEMALE,Release Violations/Fugitive (Warr),Bench Warrant,607,6D,401800,133100,38.866,-76.98,607,6D,401800,133100,38.866,-76.98
Adult Arrest,2022,8/6/22,4,6d0a30b7d8927986307c3b8beb9383b704bedf0b,f7cc2ed4d677ad88b1bb1ca3c77887f303bd5038,25,NA,NA,BLACK,UNKNOWN,MALE,Simple Assault,Simple Assault,502,5D,400300,140500,38.933,-76.997,502,5D,400300,140500,38.933,-76.997
Adult Arrest,2022,8/6/22,4,c68f8b378bfb65929a55316de8c4980f9825297a,5f6c029fe8cb6beb412455d98ab80498f96c37be,23,406,4D,BLACK,NOT HISPANIC,FEMALE,Simple Assault,Simple Assault,406,4D,399000,143300,38.957,-77.012,406,4D,399000,143300,38.957,-77.012
Adult Arrest,2022,8/6/22,5,19fbd38ede3da64a9112b41d1d2aa8b76a8f1db9,4895ee9c6c1eb7ae51785aaeee7c1bef3511f5bc,49,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,607,6D,402200,133000,38.865,-76.974,607,6D,402200,133000,38.865,-76.974
Adult Arrest,2022,8/6/22,6,45bfb881939691d132384bcc4ea05364edd546df,e2e37cc95bdd8c5fdc2bf31e895695ca6e2a05f9,21,NA,NA,BLACK,NOT HISPANIC,MALE,Burglary,Burglary Two (B2),502,5D,399200,138100,38.911,-77.009,502,5D,399200,138100,38.911,-77.009
Adult Arrest,2022,8/6/22,11,1476fb105479f52a2176d209bdd24f1bea5e5a65,f81564172c038e40bcedd8dbe4f8ebd781d157cb,22,NA,NA,BLACK,NOT HISPANIC,MALE,Simple Assault,Simple Assault,708,7D,399100,128000,38.82,-77.011,708,7D,399100,128000,38.82,-77.011
